%time,field.data
10394841000000,0.08493728643917459
10394841000000,0.08493728643917459
10394941000000,0.08493728643917589
10394941000000,0.08493728643917589
10395041000000,0.08493728643917459
10395041000000,0.08493728643917459
10395141000000,0.08493728643917395
10395141000000,0.08493728643917395
10395241000000,0.08493728643917267
10395241000000,0.08493728643917267
10395341000000,0.08493728643917141
10395341000000,0.08493728643917141
10395441000000,0.08493728643917267
10395441000000,0.08493728643917267
10395541000000,0.08493728643917141
10395541000000,0.08493728643917141
10395641000000,0.08493728643917395
10395641000000,0.08493728643917395
10395741000000,0.08493728643917267
10395741000000,0.08493728643917267
10395841000000,0.08493728643917395
10395841000000,0.08493728643917395
10395941000000,0.08493728643917267
10395941000000,0.08493728643917267
10396041000000,0.08493728643917334
10396041000000,0.08493728643917334
10396141000000,0.08493728643917267
10396141000000,0.08493728643917267
10396241000000,0.08493728643917334
10396241000000,0.08493728643917334
10396341000000,0.08493728643917589
10396341000000,0.08493728643917589
10396441000000,0.08493728643917459
10396441000000,0.08493728643917459
10396541000000,0.08493728643917589
10396541000000,0.08493728643917589
10396641000000,0.08493728643917459
10396641000000,0.08493728643917459
10396741000000,0.08493728643917395
10396741000000,0.08493728643917395
10396841000000,0.08493728643917267
10396841000000,0.08493728643917267
10396941000000,0.08493728643917141
10396941000000,0.08493728643917141
10397041000000,0.08493728643917267
10397042000000,0.08493728643917267
10397141000000,0.08493728643917141
10397141000000,0.08493728643917141
10397241000000,0.08493728643917395
10397241000000,0.08493728643917395
10397341000000,0.08493728643917267
10397341000000,0.08493728643917267
10397441000000,0.08493728643917395
10397441000000,0.08493728643917395
10397541000000,0.08493728643917267
10397541000000,0.08493728643917267
10397643000000,0.08493728643917334
10397741000000,0.08493728643917267
10397741000000,0.08493728643917267
10397841000000,0.08493728643917334
10397841000000,0.08493728643917334
10397941000000,0.08493728643917589
10397941000000,0.08493728643917589
10398041000000,0.08493728643917459
10398041000000,0.08493728643917459
10398141000000,0.08493728643917589
10398141000000,0.08493728643917589
10398241000000,0.08493728643917459
10398241000000,0.08493728643917459
10398341000000,0.08493728643917395
10398341000000,0.08493728643917395
10398441000000,0.08493728643917267
10398441000000,0.08493728643917267
10398541000000,0.08493728643917141
10398541000000,0.08493728643917141
10398641000000,0.08493728643917267
10398641000000,0.08493728643917267
10398741000000,0.08493728643917141
10398741000000,0.08493728643917141
10398841000000,0.08493728643917395
10398841000000,0.08493728643917395
10398941000000,0.08493728643917267
10398941000000,0.08493728643917267
10399041000000,0.08493728643917395
10399041000000,0.08493728643917395
10399141000000,0.08493728643917267
10399141000000,0.08493728643917267
10399241000000,0.08493728643917334
10399241000000,0.08493728643917334
10399341000000,0.08493728643917267
10399341000000,0.08493728643917267
10399441000000,0.08493728643917334
10399441000000,0.08493728643917334
10399541000000,0.08493728643917589
10399541000000,0.08493728643917589
10399641000000,0.08493728643917459
10399641000000,0.08493728643917459
10399741000000,0.08493728643917589
10399741000000,0.08493728643917589
10399841000000,0.08493728643917459
10399841000000,0.08493728643917459
10399941000000,0.08493728643917395
