%time,field.header.seq,field.header.stamp,field.header.frame_id,field.name0,field.name1,field.name2,field.name3,field.name4,field.position0,field.position1,field.position2,field.position3,field.position4,field.velocity0,field.velocity1,field.velocity2,field.velocity3,field.velocity4,field.effort0,field.effort1,field.effort2,field.effort3,field.effort4
5616388000000,280798,5616388000000,,end,joint2,joint4,joint6,motortom2m,-7.522450814967385e-05,6.260665375901198e-05,0.00010808595913047725,5.031883254602576e-05,0.00012013645479047597,1.2018710903545153e-12,-7.129286299262788e-13,-3.023566581434304e-13,1.4110836939076857e-13,-8.93155972974752e-13,0.0,0.0,0.0,0.0,0.0
5616408000000,280799,5616408000000,,end,joint2,joint4,joint6,motortom2m,-7.522450814967385e-05,6.260665375990015e-05,0.00010808595913047725,5.031883254602576e-05,0.00012013645478958779,1.201871089728729e-12,-7.129286310025883e-13,-3.0235665917150784e-13,1.4110836849175936e-13,-8.931559739937278e-13,0.0,0.0,0.0,0.0,0.0
5616428000000,280800,5616428000000,,end,joint2,joint4,joint6,motortom2m,-7.522450814967385e-05,6.260665375990015e-05,0.0001080859591322536,5.031883254602576e-05,0.00012013645478958779,1.2018710901658046e-12,-7.129286302503163e-13,-3.023566584532057e-13,1.4110836911972172e-13,-8.931559732813413e-13,0.0,0.0,0.0,0.0,0.0
5616448000000,280801,5616448000000,,end,joint2,joint4,joint6,motortom2m,-7.522450814967385e-05,6.260665375990015e-05,0.0001080859591322536,5.031883254602576e-05,0.00012013645478869961,1.2018710890819424e-12,-7.12928631966247e-13,-3.023566601119514e-13,1.4110836764664795e-13,-8.93155974895897e-13,0.0,0.0,0.0,0.0,0.0
5616468000000,280802,5616468000000,,end,joint2,joint4,joint6,motortom2m,-7.522450814967385e-05,6.260665375990015e-05,0.0001080859591322536,5.031883254602576e-05,0.00012013645478958779,1.2018710899248531e-12,-7.129286306638652e-13,-3.023566588483583e-13,1.4110836877390227e-13,-8.931559736727512e-13,0.0,0.0,0.0,0.0,0.0
5616488000000,280803,5616488000000,,end,joint2,joint4,joint6,motortom2m,-7.522450815056203e-05,6.260665375990015e-05,0.0001080859591322536,5.031883254513758e-05,0.00012013645478869961,1.2018710911101856e-12,-7.129286286258783e-13,-3.0235665690175595e-13,1.4110837047636093e-13,-8.931559717436474e-13,0.0,0.0,0.0,0.0,0.0
5616508000000,280804,5616508000000,,end,joint2,joint4,joint6,motortom2m,-7.522450814967385e-05,6.260665376078833e-05,0.0001080859591322536,5.031883254602576e-05,0.00012013645478958779,1.2018710906711708e-12,-7.129286294809553e-13,-3.023566577050204e-13,1.4110836978936482e-13,-8.931559725597391e-13,0.0,0.0,0.0,0.0,0.0
5616528000000,280805,5616528000000,,end,joint2,joint4,joint6,motortom2m,-7.522450814967385e-05,6.260665376078833e-05,0.0001080859591322536,5.031883254602576e-05,0.00012013645479047597,1.2018710916976298e-12,-7.12928627765047e-13,-3.0235665605953886e-13,1.4110837123582704e-13,-8.931559709385393e-13,0.0,0.0,0.0,0.0,0.0
5616548000000,280806,5616548000000,,end,joint2,joint4,joint6,motortom2m,-7.522450814967385e-05,6.260665376078833e-05,0.0001080859591322536,5.031883254602576e-05,0.00012013645478958779,1.2018710887931455e-12,-7.129286326129329e-13,-3.0235666070927073e-13,1.4110836714734772e-13,-8.93155975518287e-13,0.0,0.0,0.0,0.0,0.0
5616568000000,280807,5616568000000,,end,joint2,joint4,joint6,motortom2m,-7.522450814967385e-05,6.260665376078833e-05,0.0001080859591322536,5.031883254602576e-05,0.00012013645479047597,1.2018710898819714e-12,-7.129286308938663e-13,-3.0235665904581597e-13,1.4110836862604939e-13,-8.931559739017978e-13,0.0,0.0,0.0,0.0,0.0
5616588000000,280808,5616588000000,,end,joint2,joint4,joint6,motortom2m,-7.522450815056203e-05,6.260665375901198e-05,0.0001080859591322536,5.031883254513758e-05,0.00012013645478869961,1.2018710905196081e-12,-7.129286294868349e-13,-3.023566577460557e-13,1.4110836971361175e-13,-8.931559725473391e-13,0.0,0.0,0.0,0.0,0.0
5616608000000,280809,5616608000000,,end,joint2,joint4,joint6,motortom2m,-7.522450814967385e-05,6.260665375990015e-05,0.0001080859591322536,5.031883254602576e-05,0.00012013645478958779,1.201871090380785e-12,-7.12928629828206e-13,-3.0235665805775176e-13,1.4110836945716072e-13,-8.931559728777716e-13,0.0,0.0,0.0,0.0,0.0
5616627000000,280810,5616628000000,,end,joint2,joint4,joint6,motortom2m,-7.522450814967385e-05,6.260665375990015e-05,0.0001080859591322536,5.031883254602576e-05,0.00012013645478869961,1.20187108842236e-12,-7.129286330997298e-13,-3.02356661194916e-13,1.411083666992826e-13,-8.9315597596866e-13,0.0,0.0,0.0,0.0,0.0
5616648000000,280811,5616648000000,,end,joint2,joint4,joint6,motortom2m,-7.522450814967385e-05,6.260665375990015e-05,0.0001080859591322536,5.031883254602576e-05,0.00012013645479047597,1.201871090186249e-12,-7.129286303173295e-13,-3.023566585029359e-13,1.4110836909213274e-13,-8.931559733519276e-13,0.0,0.0,0.0,0.0,0.0
5616668000000,280812,5616668000000,,end,joint2,joint4,joint6,motortom2m,-7.522450814967385e-05,6.260665375990015e-05,0.0001080859591322536,5.031883254602576e-05,0.00012013645478958779,1.2018710889377758e-12,-7.129286323627248e-13,-3.0235666047062953e-13,1.4110836735550542e-13,-8.931559752811885e-13,0.0,0.0,0.0,0.0,0.0
5616688000000,280813,5616688000000,,end,joint2,joint4,joint6,motortom2m,-7.522450814967385e-05,6.260665375990015e-05,0.00010808595913314178,5.031883254602576e-05,0.00012013645479047597,1.2018710905582606e-12,-7.129286296771254e-13,-3.0235665789160074e-13,1.4110836962656574e-13,-8.931559727458624e-13,0.0,0.0,0.0,0.0,0.0
5616708000000,280814,5616708000000,,end,joint2,joint4,joint6,motortom2m,-7.522450814967385e-05,6.260665376078833e-05,0.00010808595913047725,5.031883254602576e-05,0.00012013645478958779,1.2018710901949201e-12,-7.129286301973575e-13,-3.023566584036538e-13,1.4110836916235303e-13,-8.931559732306158e-13,0.0,0.0,0.0,0.0,0.0
5616728000000,280815,5616728000000,,end,joint2,joint4,joint6,motortom2m,-7.522450814967385e-05,6.260665376078833e-05,0.00010808595913047725,5.031883254602576e-05,0.00012013645478869961,1.2018710904031974e-12,-7.129286298405712e-13,-3.0235665806245473e-13,1.411083694610981e-13,-8.931559728932002e-13,0.0,0.0,0.0,0.0,0.0
5616748000000,280816,5616748000000,,end,joint2,joint4,joint6,motortom2m,-7.522450814967385e-05,6.260665376078833e-05,0.0001080859591322536,5.031883254513758e-05,0.00012013645478869961,1.2018710895720994e-12,-7.129286311197079e-13,-3.02356659304671e-13,1.4110836835169503e-13,-8.931559740936576e-13,0.0,0.0,0.0,0.0,0.0
