%time,field.data
10394841000000,3.1947961428258713
10394841000000,3.1947961428258713
10394941000000,3.1947961428258713
10394941000000,3.1947961428258713
10395041000000,3.1947961428258713
10395041000000,3.1947961428258713
10395141000000,3.1947961428258713
10395141000000,3.1947961428258713
10395241000000,3.1947961428258713
10395241000000,3.1947961428258713
10395341000000,3.1947961428258713
10395341000000,3.1947961428258713
10395441000000,3.1947961428258713
10395441000000,3.1947961428258713
10395541000000,3.1947961428258713
10395541000000,3.1947961428258713
10395641000000,3.1947961428258713
10395641000000,3.1947961428258713
10395741000000,3.1947961428258713
10395741000000,3.1947961428258713
10395841000000,3.1947961428258713
10395841000000,3.1947961428258713
10395941000000,3.1947961428258713
10395941000000,3.1947961428258713
10396041000000,3.1947961428258713
10396041000000,3.1947961428258713
10396141000000,3.1947961428258713
10396141000000,3.1947961428258713
10396241000000,3.1947961428258713
10396241000000,3.1947961428258713
10396341000000,3.1947961428258713
10396341000000,3.1947961428258713
10396441000000,3.1947961428258713
10396441000000,3.1947961428258713
10396541000000,3.1947961428258713
10396541000000,3.1947961428258713
10396641000000,3.1947961428258713
10396641000000,3.1947961428258713
10396741000000,3.1947961428258713
10396741000000,3.1947961428258713
10396841000000,3.1947961428258713
10396841000000,3.1947961428258713
10396941000000,3.1947961428258713
10396941000000,3.1947961428258713
10397041000000,3.1947961428258713
10397042000000,3.1947961428258713
10397141000000,3.1947961428258713
10397141000000,3.1947961428258713
10397241000000,3.1947961428258713
10397241000000,3.1947961428258713
10397341000000,3.1947961428258713
10397341000000,3.1947961428258713
10397441000000,3.1947961428258713
10397441000000,3.1947961428258713
10397541000000,3.1947961428258713
10397541000000,3.1947961428258713
10397643000000,3.1947961428258713
10397741000000,3.1947961428258713
10397741000000,3.1947961428258713
10397841000000,3.1947961428258713
10397841000000,3.1947961428258713
10397941000000,3.1947961428258713
10397941000000,3.1947961428258713
10398041000000,3.1947961428258713
10398041000000,3.1947961428258713
10398141000000,3.1947961428258713
10398141000000,3.1947961428258713
10398241000000,3.1947961428258713
10398241000000,3.1947961428258713
10398341000000,3.1947961428258713
10398341000000,3.1947961428258713
10398441000000,3.1947961428258713
10398441000000,3.1947961428258713
10398541000000,3.1947961428258713
10398541000000,3.1947961428258713
10398641000000,3.1947961428258713
10398641000000,3.1947961428258713
10398741000000,3.1947961428258713
10398741000000,3.1947961428258713
10398841000000,3.1947961428258713
10398841000000,3.1947961428258713
10398941000000,3.1947961428258713
10398941000000,3.1947961428258713
10399041000000,3.1947961428258713
10399041000000,3.1947961428258713
10399141000000,3.1947961428258713
10399141000000,3.1947961428258713
10399241000000,3.1947961428258713
10399241000000,3.1947961428258713
10399341000000,3.1947961428258713
10399341000000,3.1947961428258713
10399441000000,3.1947961428258713
10399441000000,3.1947961428258713
10399541000000,3.1947961428258713
10399541000000,3.1947961428258713
10399641000000,3.1947961428258713
10399641000000,3.1947961428258713
10399741000000,3.1947961428258713
